id,host_id,host_name,host_since,host_response_rate,host_acceptance_rate,host_listings_count,neighbourhood_cleansed,state,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
2308761,11771833,Luisa,1/29/14,1,1,1,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",DC,20024,38.87995218,-77.01926437,Apartment,Entire home/apt,4,1,1,2,600,160,0,0,0,80,1,0,2,1125,10,36,66,341,12,4/26/14,9/11/15,95,10,10,10,10,10,9,0.68
6404202,32837957,Kenneth,5/7/15,0.9,1,2,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",DC,20024,38.87355849,-77.01030749,Townhouse,Private room,1,1.5,1,1,0,75,510,1750,150,30,1,0,2,1125,24,54,84,359,7,5/22/15,9/28/15,100,10,10,10,10,9,10,1.56
8919,27910,Jill,7/27/09,1,1,2,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",DC,20024,38.87697998,-77.01569105,House,Private room,2,2,1,1,0,85,525,1350,100,0,1,10,10,365,0,0,6,281,46,8/20/09,8/21/15,92,9,9,10,10,9,9,0.62
3051119,3982280,Marie,10/26/12,1,0.89,1,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",DC,20024,38.87956166,-77.02109472,Apartment,Private room,1,1,1,1,0,75,0,0,0,50,1,0,1,1125,21,51,81,356,56,5/24/14,9/28/15,92,9,10,10,10,10,9,3.37
6611528,31824228,Rachel,4/23/15,0.9,0.93,3,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",DC,20003,38.87306977,-77.00991684,Apartment,Entire home/apt,4,2,2,2,0,250,0,0,100,100,3,0,2,4,4,4,25,25,0,,,0,0,0,0,0,0,0,0
6334405,32837957,Kenneth,5/7/15,0.9,1,2,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",DC,20024,38.87476507,-77.00962323,Townhouse,Private room,1,1.5,1,1,0,70,450,1450,150,30,1,0,1,1125,30,60,90,365,0,,,0,0,0,0,0,0,0,0
2737566,13997197,Anahita & Rik,4/7/14,0,0,1,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",DC,20024,38.87305222,-77.01687942,Apartment,Entire home/apt,4,2,2,2,0,228,1600,4480,800,185,4,0,1,1125,3,33,63,338,10,4/22/14,8/4/15,100,10,10,10,10,10,10,0.57
5317214,17054325,Lynnie,6/20/14,0.81,0.94,4,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",DC,20024,38.88004388,-77.02077604,Apartment,Private room,4,1,1,2,0,69,0,0,0,10,1,10,1,1125,6,34,55,330,38,2/13/15,9/15/15,86,10,9,9,9,9,9,4.89
8355947,44043664,Kyle & Marie,9/12/15,0.96,0.84,1,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",DC,20024,38.88223031,-77.0135737,Apartment,Private room,1,1,1,1,0,65,400,1350,0,0,1,0,1,1125,1,25,55,330,5,9/14/15,9/30/15,88,10,9,10,9,10,9,5
3842120,5627766,James,3/25/13,0.92,0.9,1,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",DC,20024,38.87920097,-77.02090319,Apartment,Entire home/apt,2,1,0,1,0,130,0,0,250,40,1,0,2,10,19,38,66,341,35,9/17/14,9/18/15,98,10,10,10,10,10,9,2.75
3060149,15575313,Christopher,5/15/14,0.9,0.75,1,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",DC,20024,38.87488685,-77.01837177,House,Private room,2,1,1,1,0,69,0,0,0,0,1,35,3,1125,17,32,62,66,6,10/13/14,9/21/15,77,9,8,10,9,10,9,0.51
6939864,36388669,Norman,6/21/15,0,0,1,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",DC,20024,38.87813154,-77.0192199,Apartment,Entire home/apt,3,1,1,1,0,102,0,0,0,0,1,0,1,1125,0,0,0,76,1,7/7/15,7/7/15,100,10,10,10,10,10,10,0.34
3712139,9972342,Pierre,11/12/13,0,0,1,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",DC,20024,38.87215747,-77.01954591,Apartment,Entire home/apt,2,1,0,1,0,99,650,0,125,35,2,35,3,29,0,0,0,60,16,8/5/14,12/6/14,96,10,9,10,10,10,10,1.13
8178552,42987270,Kirsten,8/31/15,0.83,0,2,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.94767322,-76.99831517,House,Private room,4,1,1,1,0,88,450,1800,0,65,1,0,1,1125,27,57,87,362,0,,,0,0,0,0,0,0,0,0
569952,2804758,Carlyn,7/2/12,0.9,1,1,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.93593182,-76.99251478,Apartment,Entire home/apt,2,1,1,1,600,80,650,2200,150,60,4,20,5,120,1,31,61,336,7,7/28/12,7/11/15,100,10,10,10,9,9,10,0.18
5585781,28827689,Carolyn,3/5/15,0.92,0.99,23,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.93610044,-76.99096954,Apartment,Private room,2,1,1,1,0,89,0,0,0,0,1,0,1,1125,0,0,0,275,5,4/13/15,7/23/15,92,9,10,10,10,10,9,0.86
8225758,43309278,Austin,9/3/15,0.96,1,1,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.93970834,-76.99411326,Apartment,Entire home/apt,4,1,1,1,0,90,0,0,0,0,1,0,1,1125,18,47,77,352,1,9/21/15,9/21/15,100,8,10,10,10,8,8,1
1025018,4212613,Valida,11/21/12,1,1,2,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.95024169,-76.99253092,House,Private room,1,1,1,1,0,55,340,0,0,10,1,0,1,1125,22,49,79,354,29,4/25/13,9/27/15,82,7,7,9,10,8,9,0.98
1843477,1495405,Angela,12/11/11,0.95,1,1,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.95072005,-76.99782805,Apartment,Entire home/apt,3,1,0,1,0,70,458,1400,100,40,3,5,3,150,10,37,67,342,27,12/15/13,8/30/15,82,9,8,9,9,9,9,1.23
6424291,20282,Frankin,6/5/09,1,1,2,"North Michigan Park, Michigan Park, University Heights",DC,20018,38.94281115,-76.97649492,House,Private room,2,1.5,1,1,0,75,450,1550,0,10,0,0,1,1125,0,0,0,275,7,6/6/15,7/27/15,94,9,10,10,9,8,9,1.75
8415619,44327735,Taryn,9/16/15,0.91,0.91,1,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.94982857,-76.99610919,Loft,Entire home/apt,3,1,1,2,0,60,0,0,0,0,2,0,2,1125,14,42,72,347,0,,,0,0,0,0,0,0,0,0
5396209,12239314,Rosemary Treadway,2/14/14,1,1,2,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.93702205,-76.99608811,House,Private room,2,1,1,1,0,75,0,0,0,0,1,0,2,6,8,21,30,211,4,4/5/15,5/1/15,90,9,9,10,9,9,9,0.66
8301001,43767631,Juan,9/9/15,1,0,1,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.9330831,-76.99646049,Apartment,Entire home/apt,4,1,1,1,0,300,0,0,0,25,1,0,1,4,0,0,0,0,0,,,0,0,0,0,0,0,0,0
7227924,37843546,Jaye,7/7/15,0.9,0.86,1,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.93690611,-76.99124048,Apartment,Shared room,1,1,1,1,0,60,330,0,0,0,1,0,1,1125,28,58,88,363,5,8/30/15,9/20/15,100,10,10,10,10,10,10,4.29
5581410,28827689,Carolyn,3/5/15,0.92,0.99,23,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.93622153,-76.99158344,Apartment,Private room,4,1,1,2,0,150,0,0,0,0,1,0,1,1125,1,1,1,275,1,4/14/15,4/14/15,80,10,10,8,10,8,8,0.17
8383668,22731277,Mark,10/19/14,0.95,0.9,2,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.95060255,-76.9951064,House,Entire home/apt,8,1,2,3,0,125,735,2699,0,0,4,13,4,1125,11,41,71,346,0,,,0,0,0,0,0,0,0,0
912597,1542997,Vivian,12/28/11,0.91,0.55,1,"North Michigan Park, Michigan Park, University Heights",DC,20064,38.93753028,-76.99990842,Apartment,Entire home/apt,2,1,1,2,0,50,0,1200,0,0,1,0,1,1125,5,5,5,249,4,6/3/13,8/18/13,88,9,6,10,10,10,9,0.14
4002,5143,Anthony,12/13/08,0.81,1,2,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.94597657,-76.97860154,House,Entire home/apt,9,1,2,4,0,150,950,3500,200,70,4,25,2,365,24,54,84,359,119,1/20/09,9/15/15,87,9,9,9,9,8,9,1.46
8507015,44796531,Courtney,9/21/15,0,0,1,"North Michigan Park, Michigan Park, University Heights",DC,20064,38.93379374,-76.99734803,Apartment,Entire home/apt,4,2,2,2,0,1200,0,0,0,0,1,0,1,1125,0,0,0,0,0,,,0,0,0,0,0,0,0,0
2969279,15150056,Samantha,5/5/14,0.6,1,1,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.95233002,-76.98660167,House,Shared room,4,1.5,1,2,0,45,0,0,0,0,1,15,1,1125,30,60,90,365,8,6/1/14,9/15/15,83,9,8,10,9,8,9,0.49
7892734,41612742,Edna,8/16/15,1,0,1,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.93273641,-76.99424938,House,Private room,2,1,1,1,0,89,0,0,0,0,1,0,3,10,30,60,90,365,0,,,0,0,0,0,0,0,0,0
3576433,18009539,Laura,7/12/14,1,0,1,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.94965638,-76.99493013,House,Private room,2,1,1,1,0,75,0,0,200,50,2,25,2,4,12,28,43,299,1,8/8/14,8/8/14,100,10,10,10,10,8,10,0.07
6590953,20282,Frankin,6/5/09,1,1,2,"North Michigan Park, Michigan Park, University Heights",DC,20018,38.94381217,-76.97554195,House,Private room,2,1,1,1,0,65,350,1325,0,10,2,10,1,1125,28,58,88,363,5,6/2/15,9/28/15,88,10,10,10,9,9,10,1.21
800227,4212613,Valida,11/21/12,1,1,2,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.94952379,-76.99263173,House,Private room,2,1,1,1,0,55,329,1260,0,10,1,25,1,15,1,31,61,332,63,4/8/13,9/15/15,92,9,9,10,10,9,9,2.08
5780387,3318111,Rachel,8/20/12,1,1,2,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.94592332,-76.99644014,House,Private room,4,1,1,1,0,67,375,1150,0,0,2,5,1,1125,18,48,78,78,11,4/10/15,8/7/15,84,9,10,10,10,8,9,1.86
8131716,33192701,Matthew,5/12/15,0,0,1,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.93393991,-76.99594957,Apartment,Entire home/apt,3,1,1,1,0,1000,0,0,0,100,3,100,1,3,0,0,0,8,0,,,0,0,0,0,0,0,0,0
7837301,41283502,Greg & Randy,8/12/15,1,1,2,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.93697872,-76.98994091,House,Private room,6,1,1,1,0,129,0,0,0,50,2,60,1,1125,24,53,83,358,0,,,0,0,0,0,0,0,0,0
5396258,12239314,Rosemary Treadway,2/14/14,1,1,2,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.93654724,-76.99559689,House,Private room,2,1,1,1,0,55,250,850,0,0,1,0,2,150,2,15,23,47,19,2/21/15,9/7/15,91,10,9,10,10,9,9,2.53
5585752,28827689,Carolyn,3/5/15,0.92,0.99,23,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.93483358,-76.99102696,Apartment,Private room,2,1,1,1,0,89,0,0,0,0,1,0,1,1125,0,0,0,275,4,4/30/15,8/24/15,75,9,10,10,10,8,9,0.76
6601333,33313857,Timothy,5/13/15,0.76,0.95,3,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.93492542,-76.98988952,Bed & Breakfast,Private room,2,1,1,2,0,75,450,1500,0,0,1,0,2,1125,13,39,68,343,10,6/6/15,9/12/15,94,10,9,10,10,9,10,2.5
4455041,23117246,Vivian,10/29/14,0.7,0.86,1,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.93726316,-76.99125418,House,Entire home/apt,5,2.5,3,3,0,150,0,0,0,0,4,50,1,1125,22,52,82,357,3,4/1/15,6/16/15,73,8,6,9,9,9,9,0.48
8256256,7839545,Sharlene,7/31/13,0,0,1,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.94039458,-76.98949294,House,Private room,2,1,1,1,0,500,0,0,0,0,1,0,1,1125,0,0,0,0,0,,,0,0,0,0,0,0,0,0
7790483,41001380,Gregory,8/9/15,0,0,1,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.93361448,-76.99469982,Apartment,Entire home/apt,3,1,1,1,0,400,1100,2600,0,50,2,50,1,1125,0,0,0,28,0,,,0,0,0,0,0,0,0,0
8445074,325812,Stephanie,12/23/10,1,1,1,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.94065929,-76.9949916,Apartment,Entire home/apt,4,1,1,1,0,150,0,0,0,0,1,0,1,1125,0,0,0,0,0,,,0,0,0,0,0,0,0,0
4612058,3318111,Rachel,8/20/12,1,1,2,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.94564981,-76.99670454,House,Private room,3,1,1,1,0,67,0,0,0,0,2,5,1,1125,12,42,72,72,55,12/5/14,9/24/15,89,9,9,9,10,8,9,5.45
8141935,42987270,Kirsten,8/31/15,0.83,0,2,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.94828781,-76.99752496,House,Entire home/apt,10,4,4,3,0,400,3800,5500,0,65,1,0,1,1125,25,55,85,360,0,,,0,0,0,0,0,0,0,0
8470124,10902045,Maureen,12/30/13,0,0,1,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.94106071,-76.99296718,Apartment,Entire home/apt,6,1,2,3,0,299,0,0,0,0,1,0,3,4,0,0,0,0,0,,,0,0,0,0,0,0,0,0
2768326,230348,Jamie,9/10/10,0.9,1,1,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.95279737,-76.99223221,House,Private room,2,1,1,1,0,42,400,0,250,0,1,50,4,1125,10,10,10,283,15,6/25/14,8/7/15,95,10,9,10,10,8,9,0.97
8472894,16672449,Madarocka,6/11/14,0,0,1,"North Michigan Park, Michigan Park, University Heights",DC,20064,38.93242511,-76.99614335,Apartment,Private room,2,1,1,1,0,1200,0,0,0,0,1,0,2,4,0,0,0,0,0,,,0,0,0,0,0,0,0,0
5585277,28827689,Carolyn,3/5/15,0.92,0.99,23,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.93458951,-76.99183639,Apartment,Private room,2,1,1,2,0,89,0,0,0,0,1,0,1,1125,1,1,1,276,1,5/23/15,5/23/15,100,8,10,10,10,6,8,0.22
5945240,28827689,Carolyn,3/5/15,0.92,0.99,23,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.93612066,-76.99179583,Apartment,Private room,4,1,1,2,0,150,0,0,0,0,1,0,1,1125,1,1,1,275,5,4/13/15,7/30/15,96,9,9,10,10,9,9,0.86
6311308,6296353,Sahra & Zander,5/8/13,1,1,1,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.9463588,-76.990472,House,Private room,2,1,1,1,0,42,0,0,0,6,1,0,1,1125,2,15,31,294,17,8/7/15,9/27/15,98,10,10,10,10,9,10,8.79
6390185,33313857,Timothy,5/13/15,0.76,0.95,3,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.93465426,-76.99103825,Bed & Breakfast,Private room,2,1,1,1,0,85,460,1700,0,0,1,0,2,30,6,36,66,341,15,5/25/15,9/10/15,95,10,10,10,9,10,10,3.41
8389501,41283502,Greg & Randy,8/12/15,1,1,2,"North Michigan Park, Michigan Park, University Heights",DC,20017,38.93824735,-76.98902297,House,Private room,2,1,1,1,0,300,0,0,0,0,1,0,3,1125,12,12,12,12,0,,,0,0,0,0,0,0,0,0
1546656,8242295,Amy,8/18/13,0.9,0.43,1,"Brightwood Park, Crestwood, Petworth",DC,20010,38.93830283,-77.03170632,Apartment,Entire home/apt,2,1,0,1,0,100,500,0,200,0,1,0,3,1125,0,9,19,83,14,9/16/13,8/30/15,100,10,10,10,10,9,10,0.56
316270,1624394,Jen,1/18/12,0.69,1,2,"Brightwood Park, Crestwood, Petworth",DC,20011,38.93912935,-77.01880914,Apartment,Entire home/apt,6,1,1,3,0,80,0,3150,150,5,2,25,1,330,16,44,71,253,90,3/24/12,9/29/15,93,10,10,10,10,9,9,2.09
3206180,16245062,Jonathan & Cynthia,6/1/14,1,1,1,"Brightwood Park, Crestwood, Petworth",DC,20011,38.93886761,-77.01971859,Apartment,Entire home/apt,2,1,1,1,0,125,850,3000,0,35,2,20,2,1125,6,25,55,316,9,6/21/14,5/18/15,98,10,10,10,10,9,9,0.57
2361612,2809940,Graeme & Misha,7/2/12,1,1,1,"Brightwood Park, Crestwood, Petworth",DC,20011,38.94443304,-77.02179048,House,Private room,2,1,1,1,0,115,0,0,0,0,1,0,2,25,27,57,87,362,31,6/10/14,8/2/15,99,10,10,10,10,9,10,1.93
846668,3452920,Isaac,9/2/12,1,0,1,"Brightwood Park, Crestwood, Petworth",DC,20011,38.95322265,-77.01665936,House,Entire home/apt,2,1,1,1,0,84,0,0,100,60,1,0,2,25,0,30,60,60,8,3/14/15,7/24/15,95,10,10,10,10,8,10,1.18
7629135,36270684,Jonah,6/20/15,1,1,1,"Brightwood Park, Crestwood, Petworth",DC,20011,38.94792867,-77.02800207,Apartment,Entire home/apt,4,1,1,1,0,110,0,0,0,0,1,0,1,1125,16,46,76,351,9,8/15/15,9/27/15,100,10,10,10,10,10,10,5.4
1594221,8503228,Julia,8/28/13,0,0,1,"Brightwood Park, Crestwood, Petworth",DC,20010,38.93644043,-77.02833479,Apartment,Private room,2,1,1,1,0,75,400,0,150,0,1,15,2,1125,0,0,8,280,41,10/14/13,12/29/14,98,10,10,10,10,10,10,1.71
7072404,16742084,Nick,6/13/14,0.7,0.67,1,"Brightwood Park, Crestwood, Petworth",DC,20011,38.94179569,-77.03291502,House,Private room,2,1.5,1,1,0,40,0,0,0,10,1,10,1,1125,0,0,0,69,1,7/17/15,7/17/15,80,10,10,10,10,10,10,0.38
7492927,20870905,Yll,9/2/14,0,0,1,"Brightwood Park, Crestwood, Petworth",DC,20011,38.93741395,-77.02467443,Apartment,Entire home/apt,3,1,1,1,0,88,524,0,0,15,3,20,1,1125,0,0,0,47,0,,,0,0,0,0,0,0,0,0
5680993,27789799,Kevann,2/15/15,1,0.8,1,"Brightwood Park, Crestwood, Petworth",DC,20011,38.96089416,-77.02944934,Apartment,Private room,2,1,1,1,0,50,360,975,0,0,1,15,1,1125,0,0,9,284,4,5/27/15,8/25/15,93,10,9,10,10,9,9,0.92
2168459,2431022,Oscar,5/21/12,0.68,0.91,5,"Brightwood Park, Crestwood, Petworth",DC,20011,38.9446978,-77.01392412,House,Entire home/apt,4,2.5,2,2,0,120,0,0,150,0,1,0,1,1125,23,53,83,358,20,3/30/14,8/24/15,85,9,9,10,9,9,9,1.08
4447996,23083652,Robert,10/28/14,1,1,1,"Brightwood Park, Crestwood, Petworth",DC,20011,38.94030216,-77.03400676,Townhouse,Entire home/apt,4,1,2,2,0,185,1125,4800,0,45,1,0,2,1125,5,5,5,94,7,7/6/15,8/29/15,89,9,9,9,10,9,9,2.33
839054,4383284,Trina,12/11/12,0.67,1,1,"Brightwood Park, Crestwood, Petworth",DC,20011,38.95329322,-77.02760816,Apartment,Entire home/apt,2,1,1,1,1200,150,950,1800,100,120,2,50,1,1125,30,60,90,365,7,8/2/13,10/1/15,91,9,10,9,10,8,9,0.26
3191051,16172419,Leah,5/30/14,0.5,0,1,"Brightwood Park, Crestwood, Petworth",DC,20011,38.93867376,-77.03446356,Apartment,Private room,2,1,1,1,0,57,348,998,95,48,2,25,1,1125,0,17,47,322,1,8/8/15,8/8/15,100,10,10,10,10,10,10,0.53
8622371,10429559,Austen,12/4/13,1,1,2,"Brightwood Park, Crestwood, Petworth",DC,20010,38.93740395,-77.03229756,Apartment,Entire home/apt,4,1,2,2,0,94,0,0,0,50,1,0,3,1125,10,10,10,10,0,,,0,0,0,0,0,0,0,0
4416129,3008145,Hamzah,7/21/12,0.7,0.5,1,"Brightwood Park, Crestwood, Petworth",DC,20010,38.93622895,-77.0248606,Apartment,Entire home/apt,3,1,1,1,0,100,600,0,0,25,1,10,1,4,18,48,78,353,9,1/1/15,7/18/15,93,10,9,10,10,9,10,0.98
6106974,15268222,Gabby,5/8/14,1,1,1,"Brightwood Park, Crestwood, Petworth",DC,20011,38.9388888,-77.02936318,Apartment,Entire home/apt,3,1,1,1,0,89,400,1400,100,80,2,15,1,1125,9,29,29,167,3,6/19/15,9/28/15,100,10,9,10,10,10,10,0.84
7090042,37159894,Chris,6/30/15,0,0,1,"Brightwood Park, Crestwood, Petworth",DC,20011,38.93684992,-77.02429261,Apartment,Private room,2,1,1,1,0,80,0,0,0,0,1,0,1,1125,0,0,0,69,0,,,0,0,0,0,0,0,0,0
6600704,37014,Lara & Alex,9/8/09,0.99,0.89,25,"Brightwood Park, Crestwood, Petworth",DC,20011,38.95233213,-77.01585929,Apartment,Entire home/apt,4,1,0,1,0,85,0,0,300,90,4,20,3,1125,30,60,90,344,0,,,0,0,0,0,0,0,0,0
4575829,6717265,Eric,6/3/13,0.7,0.25,1,"Brightwood Park, Crestwood, Petworth",DC,20010,38.93746082,-77.02621483,Apartment,Entire home/apt,3,1,1,1,0,90,600,2099,0,65,1,0,2,31,20,44,70,345,1,9/17/15,9/17/15,80,10,10,10,10,10,10,1
6091388,2379779,Dario,5/15/12,1,1,2,"Brightwood Park, Crestwood, Petworth",DC,20011,38.9577183,-77.02138897,House,Private room,2,1.5,1,1,0,72,489,1499,0,0,1,0,2,30,24,54,84,357,17,5/19/15,9/28/15,98,10,10,10,10,9,10,3.7
7074443,37091776,Marsada,6/29/15,1,1,1,"Brightwood Park, Crestwood, Petworth",DC,20011,38.9524303,-77.02240146,House,Private room,2,1,1,1,0,65,400,1350,0,0,1,0,7,1125,0,0,0,67,0,,,0,0,0,0,0,0,0,0
4371199,21420084,Noah,9/16/14,0.27,0.88,2,"Brightwood Park, Crestwood, Petworth",DC,20011,38.93980356,-77.02350849,House,Private room,1,1,1,1,0,65,300,1150,0,0,1,0,7,1125,18,48,78,353,6,12/28/14,2/7/15,77,8,7,8,9,8,8,0.64
610655,3027744,Dylan,7/23/12,1,0.89,1,"Brightwood Park, Crestwood, Petworth",DC,20011,38.95720511,-77.02070854,Apartment,Entire home/apt,4,1,1,1,0,97,665,2275,0,0,3,25,2,1125,14,38,68,343,130,9/5/12,9/20/15,91,9,9,10,10,8,9,3.47
7438911,2431022,Oscar,5/21/12,0.68,0.91,5,"Brightwood Park, Crestwood, Petworth",DC,20011,38.94289882,-77.01840215,Apartment,Private room,2,2,1,2,0,55,0,0,0,0,1,0,1,1125,21,51,81,356,6,8/4/15,9/14/15,93,9,10,10,10,10,10,2.95
4715534,22027428,John,10/1/14,0,0,1,"Brightwood Park, Crestwood, Petworth",DC,20011,38.93867725,-77.02736074,Apartment,Entire home/apt,2,1,0,1,0,90,0,0,0,0,1,0,1,1125,0,0,5,280,0,,,0,0,0,0,0,0,0,0
3760995,315148,John,12/10/10,0.85,0.79,19,"Brightwood Park, Crestwood, Petworth",DC,20010,38.93668891,-77.02359971,House,Private room,1,3,1,1,0,45,300,760,0,20,0,0,4,365,0,0,11,286,1,8/31/15,8/31/15,80,8,6,6,10,10,8,0.88
8630791,45391548,Kouri,9/29/15,0,0,1,"Brightwood Park, Crestwood, Petworth",DC,20011,38.95480391,-77.01140099,Apartment,Entire home/apt,2,1,1,1,0,120,675,2750,0,0,1,15,2,1125,30,60,90,365,0,,,0,0,0,0,0,0,0,0
3692675,342154,Ruben + Joaquin,1/10/11,1,1,1,"Brightwood Park, Crestwood, Petworth",DC,20011,38.9414302,-77.01799255,House,Entire home/apt,4,1,1,2,0,99,650,2200,0,45,4,25,2,30,0,13,37,312,25,1/9/15,7/29/15,98,10,10,10,10,9,10,2.8
865061,4671183,Eric And Linda,1/11/13,0,0,1,"Brightwood Park, Crestwood, Petworth",DC,20011,38.95987971,-77.03622361,House,Private room,1,1,1,1,0,100,0,0,0,0,1,0,1,5,30,60,90,365,1,1/23/13,1/23/13,97,10,10,10,10,8,10,0.03
5116752,3238684,Jeff,8/12/12,1,0.69,2,"Brightwood Park, Crestwood, Petworth",DC,20011,38.94833604,-77.02057391,Apartment,Entire home/apt,6,1,2,2,0,150,700,2700,0,75,4,10,2,35,6,24,43,305,15,2/7/15,9/22/15,95,10,10,10,10,9,10,1.88
887461,315148,John,12/10/10,0.85,0.79,19,"Brightwood Park, Crestwood, Petworth",DC,20010,38.9383994,-77.0236338,Apartment,Private room,1,2.5,1,1,0,32,220,710,0,20,0,0,4,365,13,43,73,348,1,7/2/15,7/2/15,80,6,2,10,10,10,8,0.32
3663,4617,Shawn & Richard,11/25/08,1,1,2,"Brightwood Park, Crestwood, Petworth",DC,20011,38.95887599,-77.02553857,House,Entire home/apt,5,3.5,4,3,0,140,0,0,0,0,2,0,2,30,0,0,0,135,21,9/15/10,8/24/15,94,9,9,10,10,10,10,0.34
2168338,2431022,Oscar,5/21/12,0.68,0.91,5,"Brightwood Park, Crestwood, Petworth",DC,20011,38.94244786,-77.02078563,House,Private room,2,1.5,1,1,0,59,0,0,0,0,1,0,1,1125,18,48,78,353,57,1/21/14,9/14/15,91,9,9,9,9,9,9,2.75
4273077,5137741,Lisa,2/18/13,1,1,1,"Brightwood Park, Crestwood, Petworth",DC,20011,38.94018581,-77.01846648,House,Private room,2,1,1,1,0,63,375,0,0,11,1,0,1,7,6,30,52,141,10,7/6/15,9/30/15,100,10,10,10,10,9,10,3.33
3920830,3130297,Diana & Felix,8/1/12,0.87,1,2,"Brightwood Park, Crestwood, Petworth",DC,20011,38.95343139,-77.03069496,House,Private room,2,1.5,1,1,0,85,0,0,0,15,1,10,1,30,30,60,90,365,49,8/30/14,9/27/15,89,9,9,9,9,8,9,3.68
4519011,23428558,Sandra,11/6/14,0.88,1,1,"Brightwood Park, Crestwood, Petworth",DC,20011,38.95047341,-77.03337351,House,Entire home/apt,16,8,10,13,0,1250,0,0,1500,300,16,45,3,1125,7,21,42,283,0,,,0,0,0,0,0,0,0,0
3241116,16398368,Margot,6/4/14,0,1,1,"Brightwood Park, Crestwood, Petworth",DC,20010,38.93793711,-77.02877149,House,Private room,2,1,1,0,0,98,700,0,0,50,1,0,2,7,28,58,88,363,1,5/19/15,5/19/15,100,10,10,10,10,10,8,0.22
4749216,553227,Tunde   Sunny,5/3/11,1,0.95,3,"Brightwood Park, Crestwood, Petworth",DC,20011,38.94432729,-77.01514891,House,Entire home/apt,16,3.5,5,5,0,299,1990,8200,0,155,10,15,3,365,15,31,50,310,8,12/30/14,9/6/15,85,9,8,10,10,8,9,0.86
28204,25188,Seamless,7/10/09,0.58,0.51,480,"Brightwood Park, Crestwood, Petworth",DC,20011,38.94808125,-77.03005882,House,Entire home/apt,10,2,5,5,0,520,0,6500,0,300,10,25,3,730,30,60,90,365,6,11/1/10,8/17/15,72,9,9,10,10,9,9,0.1
4879922,1546598,Alison & Yohan,12/29/11,1,1,4,"Brightwood Park, Crestwood, Petworth",DC,20011,38.94789183,-77.02281583,House,Private room,4,2.5,1,1,0,72,0,0,0,15,2,25,2,28,15,45,75,350,45,1/11/15,9/18/15,97,10,10,10,10,9,10,5.08
