id,host_id,host_name,host_since,host_response_rate,host_acceptance_rate,host_listings_count,neighbourhood_cleansed,state,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
6792455,3843817,Keyless,10/12/12,1,1,2,"Georgetown, Burleith/Hillandale",DC,20007,38.90397664,-77.06258834,Apartment,Entire home/apt,6,1.5,1,2,0,220,0,0,150,100,4,25,1,1125,14,40,70,345,1,9/18/15,9/18/15,100,10,10,10,10,10,10,1
5814328,30168636,Michael,3/28/15,1,1,1,"Georgetown, Burleith/Hillandale",DC,20007,38.90411414,-77.06252797,House,Entire home/apt,6,1,2,2,0,300,1850,6900,0,40,1,0,2,1125,8,28,52,312,32,4/10/15,9/25/15,98,10,10,10,10,10,9,5.42
7239715,37904773,Kevin,7/8/15,1,0.6,1,"Georgetown, Burleith/Hillandale",DC,20007,38.91067524,-77.05664703,Apartment,Entire home/apt,2,1,1,1,0,165,0,0,0,0,1,0,1,1125,28,58,88,363,2,7/17/15,7/24/15,100,10,10,10,10,10,10,0.76
2862964,14633972,Edward  Chip,4/23/14,0.63,1,1,"Georgetown, Burleith/Hillandale",DC,20007,38.90764267,-77.062471,House,Private room,1,1,1,1,0,90,0,0,150,0,1,0,3,27,5,22,52,294,8,5/20/14,4/19/15,90,9,9,10,10,10,9,0.48
3162301,16043782,John,5/27/14,0,0,1,"Georgetown, Burleith/Hillandale",DC,20007,38.91375446,-77.06366382,Apartment,Entire home/apt,2,1,1,1,0,185,0,0,150,80,1,0,2,1125,2,2,2,123,1,5/18/15,5/18/15,100,10,10,10,10,10,10,0.22
7198899,37695534,Casey,7/6/15,0.91,0.57,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20005,38.90713938,-77.03636439,Apartment,Entire home/apt,2,1,0,1,0,125,0,0,0,38,1,29,1,1125,13,43,73,348,5,7/14/15,9/29/15,100,10,10,10,10,10,10,1.83
7842461,8437241,Mauricio,8/26/13,1,1,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91665016,-77.03569251,Apartment,Entire home/apt,4,1,1,1,0,120,0,0,0,0,4,20,2,1125,0,0,0,25,0,,,0,0,0,0,0,0,0,0
1205402,1386702,John,11/8/11,1,0.94,12,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91637593,-77.03996924,House,Private room,3,1,1,1,0,100,0,0,0,0,1,7,2,180,17,47,77,167,24,12/17/13,9/18/15,96,10,9,10,10,9,10,1.1
7726909,8003799,Stefanie,8/7/13,0.9,0.46,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91494024,-77.04349839,Apartment,Entire home/apt,2,1,1,1,0,110,600,1995,0,0,2,25,2,1125,0,0,0,0,4,8/17/15,9/21/15,93,10,10,10,10,10,9,2.5
4343926,5487930,Mark,3/16/13,1,1,5,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91377632,-77.03832513,Apartment,Private room,2,2.5,1,2,0,110,775,2150,0,50,1,15,7,365,12,16,46,321,6,11/3/14,5/30/15,97,9,8,9,9,10,9,0.54
1198268,17633,Charlotte,5/18/09,0.99,0.96,32,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91479914,-77.04406317,Apartment,Entire home/apt,2,1,0,1,0,135,904,2712,100,45,1,0,4,365,9,34,60,335,28,9/14/13,9/29/15,87,9,9,9,9,10,8,1.12
4936897,23568231,Richard,11/10/14,1,1,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91826743,-77.03565951,Apartment,Entire home/apt,3,1,1,1,0,220,1320,4620,0,50,2,0,1,1125,30,60,90,365,3,5/17/15,9/29/15,100,10,10,10,10,10,9,0.64
8301651,20464495,Monica,8/24/14,0.63,1,2,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91617783,-77.04277924,Apartment,Private room,2,1,1,1,0,75,417,0,0,0,1,0,2,1125,0,0,0,0,0,,,0,0,0,0,0,0,0,0
4574299,20415129,Elaine,8/22/14,1,0.95,4,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91704017,-77.03626233,Apartment,Private room,2,1,1,1,0,112,550,0,0,20,1,0,1,1125,8,25,55,330,23,12/22/14,9/22/15,97,10,10,10,10,10,10,2.41
7369307,30276287,Tiantian,3/30/15,1,0,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20005,38.90733508,-77.03564408,Apartment,Shared room,1,1,1,1,0,40,0,0,0,30,1,0,4,1125,0,0,0,53,0,,,0,0,0,0,0,0,0,0
1854284,2126131,Sarah,4/12/12,0.9,0.82,2,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91275681,-77.03651721,Apartment,Entire home/apt,4,1,2,2,0,250,0,0,0,0,1,10,1,4,2,5,18,259,2,11/20/14,6/15/15,100,10,9,10,10,10,10,0.19
6038468,29462405,Jeff,3/16/15,0.97,0.71,2,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91656852,-77.03634678,Apartment,Entire home/apt,2,1,1,1,0,150,0,0,0,0,1,0,2,1125,17,43,71,331,10,5/7/15,9/27/15,98,10,10,10,10,10,10,2
2175761,8093580,Fabiana,8/11/13,0.9,1,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20008,38.91192131,-77.04792996,Apartment,Entire home/apt,2,1,0,1,0,96,500,1975,0,70,1,10,1,365,8,21,51,326,2,8/24/14,5/20/15,80,10,6,10,10,10,8,0.15
4622571,20236500,Carl,8/18/14,1,0.8,2,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91383281,-77.04208685,Apartment,Entire home/apt,2,1,0,1,0,113,675,2370,2300,100,1,0,7,1125,6,13,43,318,2,3/7/15,8/20/15,100,10,10,10,10,10,10,0.28
1198400,17633,Charlotte,5/18/09,0.99,0.96,32,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.9149592,-77.04421211,Apartment,Private room,4,1,1,1,0,149,998,2995,100,45,2,10,4,365,13,26,56,331,19,1/17/14,9/27/15,96,10,10,10,9,10,9,0.91
6051725,20626289,Kate,8/27/14,0,0,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91388156,-77.03846815,Apartment,Private room,3,1,1,1,0,125,0,0,0,25,2,25,1,1125,0,0,0,275,3,4/23/15,4/28/15,100,10,10,10,10,10,10,0.55
140167,17633,Charlotte,5/18/09,0.99,0.96,32,"Dupont Circle, Connecticut Avenue/K Street",DC,20037,38.9090175,-77.04895392,Apartment,Entire home/apt,2,1,1,1,0,139,827,3100,100,55,3,0,2,365,12,42,72,317,59,8/14/11,6/18/15,92,9,10,9,10,10,9,1.17
7489397,39224004,Jonathan,7/22/15,0.67,0,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91428444,-77.04208382,Apartment,Entire home/apt,4,1,1,2,0,149,900,2895,0,100,1,0,3,1125,0,0,0,43,0,,,0,0,0,0,0,0,0,0
2585919,12830388,Jessica,3/5/14,1,1,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20036,38.90993992,-77.03832718,Apartment,Entire home/apt,2,1,0,1,0,179,1000,3000,0,0,1,0,20,1125,0,26,56,208,55,4/1/14,9/13/15,94,10,9,10,10,10,9,2.99
8505699,44788036,Dennys,9/21/15,0,0,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20005,38.90907823,-77.03645361,Apartment,Entire home/apt,2,1,1,1,0,120,0,0,0,0,1,0,1,1125,0,0,6,13,0,,,0,0,0,0,0,0,0,0
5581375,28827689,Carolyn,3/5/15,0.92,0.99,23,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91643111,-77.0383506,House,Private room,2,1,1,1,0,120,0,0,0,0,1,0,1,1125,7,7,7,282,6,4/13/15,8/7/15,87,9,9,9,10,10,9,1.03
973851,1864688,Art,3/5/12,1,0.94,7,"Dupont Circle, Connecticut Avenue/K Street",DC,20036,38.90706331,-77.03655653,Apartment,Entire home/apt,2,1,1,1,0,135,0,3150,0,75,1,0,10,367,6,10,10,10,67,3/28/13,6/25/15,93,9,9,9,10,10,9,2.18
5690765,1386702,John,11/8/11,1,0.94,12,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91763672,-77.03647158,House,Private room,3,1,1,1,0,99,0,0,0,0,2,25,2,1125,26,56,86,361,3,7/17/15,9/6/15,93,9,10,10,10,10,10,1.14
5037503,1468884,Margarita,12/3/11,1,1,2,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91702143,-77.03525078,Apartment,Entire home/apt,6,2,2,2,0,220,0,0,220,65,4,35,2,30,3,17,42,304,50,1/18/15,9/25/15,94,9,10,10,10,10,9,5.79
5946832,30872836,Joseph,4/8/15,1,0,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91320497,-77.0415191,Apartment,Entire home/apt,3,1,0,1,0,150,0,0,0,0,1,0,2,1125,0,17,47,322,1,4/25/15,4/25/15,80,10,6,10,8,10,8,0.19
7716370,486251,Laurent,4/5/11,0.62,0.86,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91605203,-77.03633534,Apartment,Entire home/apt,2,1,1,1,0,120,650,2600,120,50,1,0,2,1125,19,42,72,347,0,,,0,0,0,0,0,0,0,0
8337942,40989799,Elvis,8/9/15,0.99,1,3,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91405295,-77.04342655,House,Shared room,6,4,1,4,0,36,0,0,0,0,1,36,2,14,15,38,68,343,2,9/16/15,9/25/15,100,9,10,10,10,10,10,2
416371,2070536,Joel,4/4/12,1,1,2,"Dupont Circle, Connecticut Avenue/K Street",DC,20005,38.90944669,-77.03590655,House,Private room,2,1.5,1,1,0,150,1000,4000,0,20,1,25,2,120,24,54,84,359,68,4/15/12,9/18/15,97,10,9,10,10,10,9,1.61
646183,3104115,Olivier,7/30/12,1,0.92,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91734441,-77.03875579,Apartment,Entire home/apt,4,1,2,2,0,172,1023,3612,0,30,1,0,2,365,17,47,77,77,20,4/8/13,9/21/15,88,9,8,9,9,10,9,0.66
8682644,1278314,Christian,10/11/11,0,0,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20008,38.91166139,-77.04769334,House,Private room,2,1,1,1,0,70,450,0,0,0,1,0,1,1125,14,14,14,14,0,,,0,0,0,0,0,0,0,0
5786557,15344735,Gilles,5/10/14,0.67,0.75,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91081007,-77.04470963,Apartment,Entire home/apt,2,1,1,1,0,99,0,0,0,10,1,0,3,1125,0,0,0,148,2,4/19/15,7/28/15,80,8,8,8,10,10,10,0.36
8645588,43946148,Mark,9/11/15,0.83,0,2,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91760365,-77.03719644,Apartment,Entire home/apt,4,1,2,2,0,127,800,3200,0,30,0,0,2,1125,16,46,76,351,0,,,0,0,0,0,0,0,0,0
4402144,22851250,Ashish,10/22/14,1,0.92,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20005,38.90670137,-77.03658899,Apartment,Entire home/apt,2,1,1,1,0,165,1071,3780,0,60,1,75,1,29,16,46,76,351,19,2/16/15,9/28/15,89,10,9,10,10,10,9,2.48
54112,253258,Daryl,10/4/10,0.88,1,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91167804,-77.03500936,Apartment,Entire home/apt,2,0,1,1,0,215,0,0,0,125,1,0,3,365,18,48,78,353,93,11/1/10,9/21/15,96,10,10,10,10,10,9,1.55
36391,25188,Seamless,7/10/09,0.58,0.51,480,"Dupont Circle, Connecticut Avenue/K Street",DC,20037,38.90262573,-77.04869457,Apartment,Entire home/apt,2,1.5,1,1,900,269,0,5600,0,0,1,0,4,730,30,60,90,365,0,,,0,0,0,0,0,0,0,0
4574822,8085156,Molly,8/11/13,1,0,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91592001,-77.04227874,Apartment,Entire home/apt,3,1,1,1,0,119,0,0,130,15,2,15,1,4,0,5,23,23,11,11/18/14,7/5/15,98,10,10,10,10,10,9,1.03
8300302,20464495,Monica,8/24/14,0.63,1,2,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91463839,-77.0441784,Apartment,Entire home/apt,4,1,2,2,0,150,950,0,0,0,1,0,2,1125,0,0,0,0,0,,,0,0,0,0,0,0,0,0
1141805,1864688,Art,3/5/12,1,0.94,7,"Dupont Circle, Connecticut Avenue/K Street",DC,20008,38.91395753,-77.04568563,Apartment,Entire home/apt,5,1,1,2,0,145,0,2950,0,55,2,15,4,1000,3,5,31,300,74,8/15/13,9/26/15,93,9,9,10,10,10,9,2.85
8187172,23080922,Joao,10/28/14,1,0,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91405009,-77.03772735,Apartment,Entire home/apt,4,1,1,2,0,110,702,2478,0,0,1,0,7,1125,16,46,51,55,0,,,0,0,0,0,0,0,0,0
8290869,28229403,Dave,2/23/15,1,1,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91750656,-77.03558875,Apartment,Private room,2,1,1,1,0,88,0,1900,250,20,1,10,1,1125,8,8,8,8,0,,,0,0,0,0,0,0,0,0
7205391,37728115,Erica,7/6/15,0.8,0.73,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91682525,-77.03888375,House,Private room,2,1,1,1,0,74,0,0,0,0,1,0,1,1125,0,0,0,265,2,7/27/15,8/22/15,100,10,10,10,10,10,10,0.87
8310115,43812627,Marc,9/9/15,1,0.71,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91614383,-77.04122909,Apartment,Entire home/apt,4,1,1,2,0,99,650,0,0,50,1,0,2,1125,3,18,18,18,1,9/30/15,9/30/15,80,10,10,10,10,10,10,1
7194519,21166197,Rey,9/10/14,1,1,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20037,38.90204057,-77.04829811,Apartment,Private room,3,1,1,1,0,111,0,0,0,0,1,0,1,1125,0,29,59,328,18,7/25/15,9/29/15,84,9,7,9,9,10,8,7.61
8646530,41047431,William,8/10/15,1,0.25,6,"Dupont Circle, Connecticut Avenue/K Street",DC,20036,38.90865952,-77.0459415,Apartment,Entire home/apt,1,1,1,1,0,132,0,3960,0,75,1,0,5,1125,0,23,53,328,0,,,0,0,0,0,0,0,0,0
5959565,3873893,Feras,10/15/12,0.93,1,2,"Dupont Circle, Connecticut Avenue/K Street",DC,20036,38.90921268,-77.04597895,Apartment,Entire home/apt,3,1,1,2,0,175,1187,4750,220,30,2,50,1,1125,18,43,73,348,19,4/17/15,9/17/15,94,10,9,10,10,10,9,3.35
4611395,23892296,Carolyn,11/18/14,1,1,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20005,38.90983999,-77.03599993,Apartment,Entire home/apt,3,1,1,1,0,129,750,2880,0,50,2,20,2,1125,9,32,62,337,30,1/15/15,9/25/15,94,9,9,9,9,10,9,3.44
1320940,3210343,Laura,8/9/12,0.83,0.67,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20036,38.90768147,-77.04581398,Apartment,Entire home/apt,3,1,1,1,0,110,725,2300,200,40,0,0,2,1125,11,36,36,309,16,9/4/13,8/5/15,98,10,10,10,10,10,10,0.63
2010440,10345657,Khanh,11/30/13,1,0,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91603606,-77.03940796,Apartment,Entire home/apt,2,1,0,1,0,110,650,1900,0,0,1,0,2,31,0,0,0,275,36,12/16/13,11/23/14,89,9,8,10,10,10,9,1.64
2000710,1386702,John,11/8/11,1,0.94,12,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91791762,-77.03784185,Apartment,Entire home/apt,3,1,1,1,0,95,0,2550,0,40,1,10,2,100,18,48,78,168,15,7/18/14,9/21/15,95,9,10,10,10,10,10,1.02
6952815,36373464,Efren,6/21/15,1,0.67,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91449083,-77.04066289,Condominium,Entire home/apt,2,1,1,1,0,95,735,2100,100,75,1,0,1,1125,6,12,28,303,2,7/5/15,9/17/15,100,10,10,10,10,10,10,0.66
7712730,39742620,Arlene,7/27/15,1,0.77,4,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91628549,-77.04212028,Apartment,Entire home/apt,6,1,2,4,0,199,1195,3895,250,95,6,15,1,1125,10,40,70,345,0,,,0,0,0,0,0,0,0,0
3043302,7529849,Rafael,7/16/13,0,0,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91354655,-77.03696089,Apartment,Entire home/apt,2,1,1,1,0,149,999,2400,500,60,1,0,2,365,0,0,0,80,0,,,0,0,0,0,0,0,0,0
4124074,7985565,Travis,8/6/13,1,1,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20036,38.9084722,-77.03691551,Apartment,Entire home/apt,2,1,1,1,0,203,0,0,100,12,1,0,2,1125,1,1,1,1,12,10/16/14,7/25/15,95,10,9,10,10,10,10,1.02
7482613,4112363,Julia,11/10/12,0,0,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91529742,-77.03713954,Apartment,Entire home/apt,2,1,0,1,0,200,0,0,0,0,1,0,1,1125,0,0,0,46,0,,,0,0,0,0,0,0,0,0
4873463,7220554,TheoDora,7/1/13,1,0.67,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91518263,-77.03925945,Apartment,Entire home/apt,2,1,0,1,0,90,0,0,0,30,1,0,2,1125,0,0,0,175,19,1/3/15,7/1/15,96,10,10,10,10,10,9,2.08
5076606,5487930,Mark,3/16/13,1,1,5,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91351276,-77.03967318,House,Private room,2,1,1,1,0,99,790,1700,0,50,1,15,7,1125,4,34,64,339,1,9/22/15,9/22/15,80,6,2,10,10,10,6,1
2105971,89849,Serrana,3/8/10,0.82,1,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20036,38.91402317,-77.04044173,Apartment,Entire home/apt,4,1,2,2,0,240,1500,0,0,70,2,20,5,60,20,50,80,355,22,1/17/14,7/26/15,99,10,10,10,10,10,10,1.06
306465,767543,Dana,7/1/11,0.9,0.86,5,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91230583,-77.04561118,Apartment,Entire home/apt,4,1,1,3,0,259,0,4000,0,0,2,15,3,1125,20,46,76,351,7,3/14/12,7/24/15,97,9,10,9,9,10,9,0.16
3504019,14229159,Dominick,4/13/14,0,0,3,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.9109346,-77.04145,House,Private room,2,1,1,1,0,100,0,1400,0,0,1,0,4,1125,0,0,0,275,1,8/31/14,8/31/14,80,8,8,10,10,10,8,0.08
684324,3142082,Tom,8/2/12,1,0.97,3,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91765106,-77.03987658,Apartment,Entire home/apt,4,2,2,2,1100,300,0,4800,0,0,1,0,1,1125,9,36,66,292,32,4/1/13,9/15/15,98,10,10,10,10,10,10,1.05
7126406,37326837,Kristen,7/2/15,0.47,0.71,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91770339,-77.0367325,Apartment,Entire home/apt,2,1,1,1,0,150,0,0,0,0,1,0,1,1125,25,52,72,345,2,7/26/15,9/22/15,90,9,9,10,10,10,9,0.86
7732528,40629622,Kenneth,8/5/15,1,0.85,4,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91589896,-77.04221307,Apartment,Entire home/apt,4,1,1,2,0,119,750,2495,150,75,4,15,1,1125,11,41,71,346,1,9/8/15,9/8/15,80,8,8,8,8,8,8,1
5959473,14138499,Zach,4/10/14,1,0.5,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.9148175,-77.04228751,Apartment,Entire home/apt,2,1,1,1,0,145,0,0,0,20,1,0,2,1125,0,0,0,150,5,4/20/15,8/12/15,100,10,10,10,10,10,10,0.9
8530589,37149052,Syd,6/30/15,0.73,0.75,2,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91454421,-77.04177625,Apartment,Entire home/apt,9,2,3,3,0,418,2100,5355,0,70,1,0,3,6,30,60,90,365,0,,,0,0,0,0,0,0,0,0
6348598,312046,Mathieu,12/7/10,1,1,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20036,38.90871719,-77.04474805,Condominium,Entire home/apt,4,1,1,2,0,129,799,2799,400,0,1,0,5,1125,1,1,1,1,2,5/25/15,6/20/15,100,10,10,10,10,10,10,0.45
6487383,52413,Gina,11/8/09,1,1,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91252688,-77.03819431,Apartment,Entire home/apt,2,1,1,1,0,210,0,0,0,50,1,0,2,1125,24,54,84,359,6,6/8/15,9/28/15,96,10,10,10,10,10,10,1.53
5476381,25188,Seamless,7/10/09,0.58,0.51,480,"Dupont Circle, Connecticut Avenue/K Street",DC,20037,38.90407685,-77.04861823,Apartment,Entire home/apt,2,1,1,1,0,299,0,6325,0,0,1,0,4,365,30,60,90,365,0,,,0,0,0,0,0,0,0,0
5322125,2910682,David,7/12/12,1,0.96,2,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91441923,-77.042829,Apartment,Entire home/apt,6,1,2,3,0,222,1357,4788,0,0,4,40,1,1125,0,0,0,0,9,7/22/15,8/18/15,84,9,9,8,9,9,8,3.65
4411488,5487930,Mark,3/16/13,1,1,5,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91354008,-77.03996316,House,Private room,2,2.5,1,1,0,115,750,1775,0,50,1,20,4,1125,2,32,62,337,3,11/28/14,5/19/15,80,8,8,10,10,10,8,0.29
3821677,2451243,Thanh,5/23/12,0,0,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91423356,-77.04211638,Apartment,Entire home/apt,3,1,1,1,0,115,699,2650,0,35,2,25,2,1125,0,0,0,184,17,9/9/14,3/12/15,90,9,9,10,10,10,9,1.31
1897093,7785611,Joanna,7/28/13,0,0,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20036,38.90768822,-77.03923945,Apartment,Entire home/apt,2,1,1,1,0,99,699,0,100,40,1,0,7,1125,0,19,19,113,7,11/20/13,4/21/14,98,10,9,10,10,10,10,0.31
8507536,44799699,Tim,9/22/15,0.67,1,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20008,38.90995432,-77.04815687,Apartment,Private room,2,1,1,1,0,100,0,0,0,25,1,25,1,1125,17,47,77,352,0,,,0,0,0,0,0,0,0,0
2969776,3750664,Peter,10/3/12,1,1,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.90921523,-77.04689033,Apartment,Entire home/apt,2,1,1,2,0,130,600,1900,0,0,1,20,4,50,11,11,11,11,8,5/15/14,9/15/15,95,10,10,10,10,10,10,0.47
4151206,15059205,Dee,5/3/14,0.7,1,1,"Dupont Circle, Connecticut Avenue/K Street",DC,0,38.90972152,-77.03713808,Apartment,Entire home/apt,2,1,1,1,0,139,950,2500,0,0,0,0,2,1125,0,0,0,0,7,10/10/14,6/16/15,94,10,10,10,10,10,9,0.58
4714859,24361527,Osiris,12/1/14,1,0.8,2,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.9164435,-77.03957969,Apartment,Private room,2,1,1,1,0,75,420,0,0,0,2,30,1,1125,15,45,49,322,3,9/21/15,9/30/15,100,10,10,9,10,10,10,3
7942513,41885785,Adam,8/19/15,0,0,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91209511,-77.03653654,Apartment,Entire home/apt,2,1,2,1,0,99,650,0,99,50,1,0,1,1125,0,0,0,19,0,,,0,0,0,0,0,0,0,0
8671978,10929245,Anna,12/31/13,0,0,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20005,38.90776365,-77.03466741,Apartment,Entire home/apt,2,1,0,1,0,98,0,0,95,15,1,0,1,1125,0,14,44,319,0,,,0,0,0,0,0,0,0,0
2568578,6868704,Sean,6/12/13,1,0.96,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20005,38.909826,-77.03518733,Apartment,Entire home/apt,2,1,0,1,0,115,800,3150,200,50,2,50,3,25,7,34,64,64,44,4/8/14,9/28/15,96,10,10,10,10,10,10,2.43
160148,767543,Dana,7/1/11,0.9,0.86,5,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91228422,-77.04766043,Bed & Breakfast,Private room,2,1,1,1,0,215,0,3000,0,0,3,0,3,7,0,0,0,275,2,1/23/12,5/20/15,100,9,9,10,9,9,9,0.04
1050419,5778691,Corbett,4/5/13,0.98,0.79,6,"Dupont Circle, Connecticut Avenue/K Street",DC,20005,38.90790548,-77.0351438,Condominium,Entire home/apt,6,2,2,3,0,179,0,0,0,40,1,0,1,27,19,48,78,78,0,,,0,0,0,0,0,0,0,0
5747720,29814693,Sean,3/22/15,0,0,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91408198,-77.04279497,Apartment,Entire home/apt,2,1,1,1,0,199,774,0,0,0,1,0,1,1125,0,0,0,169,7,4/24/15,5/31/15,93,10,9,10,10,10,10,1.29
4848712,1327073,Ibrahim,10/23/11,0.3,1,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20036,38.90633678,-77.04625163,Apartment,Entire home/apt,4,1,2,2,0,140,750,0,0,30,1,0,1,1125,0,0,0,264,2,6/25/15,8/5/15,100,10,8,10,10,10,10,0.59
4756559,1386702,John,11/8/11,1,0.94,12,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91696474,-77.03791312,House,Entire home/apt,11,5,6,6,0,195,6000,0,500,150,1,125,2,180,29,59,89,364,1,7/31/15,7/31/15,80,10,10,10,10,10,8,0.46
4658271,3003748,Adam,7/20/12,0,0,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20005,38.90738218,-77.03507518,Apartment,Entire home/apt,3,1,0,1,0,115,0,0,0,0,1,0,1,1125,0,0,12,287,0,,,0,0,0,0,0,0,0,0
4208641,10555363,Barry,12/10/13,1,0.87,1,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91726851,-77.03866616,House,Private room,2,1.5,1,1,0,99,650,0,0,0,1,0,1,14,20,40,70,345,5,5/15/15,9/14/15,100,10,10,10,10,10,10,1.06
4469244,1369442,Ted,11/4/11,1,1,3,"Dupont Circle, Connecticut Avenue/K Street",DC,20008,38.91118683,-77.04963669,House,Private room,4,1.5,1,3,0,185,0,0,300,125,2,50,1,10,17,47,77,352,1,6/29/15,6/29/15,80,8,8,10,8,10,10,0.31
7809112,37014,Lara & Alex,9/8/09,0.99,0.89,25,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.9142741,-77.0365012,Apartment,Entire home/apt,6,2,2,2,0,199,0,0,500,125,4,20,3,1125,22,52,82,354,0,,,0,0,0,0,0,0,0,0
2437650,2538147,Emily,6/3/12,1,0.97,3,"Dupont Circle, Connecticut Avenue/K Street",DC,20036,38.90974903,-77.04130782,Apartment,Entire home/apt,3,1,1,2,0,139,900,2800,500,75,2,20,3,180,11,32,62,275,49,3/10/14,9/30/15,93,9,9,9,10,10,9,2.57
3759544,14910075,Alex,4/29/14,1,0.58,2,"Dupont Circle, Connecticut Avenue/K Street",DC,20009,38.91656396,-77.03610035,Apartment,Entire home/apt,6,1,1,3,0,225,0,0,150,45,2,40,2,1125,24,54,84,345,6,10/30/14,7/27/15,93,10,9,10,10,10,10,0.53
