id,host_id,host_response_rate,host_acceptance_rate,host_listings_count,zipcode,latitude,longitude,accommodates,bathrooms,bedrooms,beds,square_feet,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,price
6688513,25197983,1,1,1,20001,38.91035119,-77.02361655,3,1,1,2,0,0,60,2,0,1,30,9,27,57,57,11,93,9,9,9,10,9,9,3.55,125
3890477,647625,1,0.79,1,20005,38.90760295,-77.02877664,2,1,1,1,0,200,30,1,20,1,1125,12,41,71,161,3,93,9,9,10,10,10,10,0.64,89
6262632,22586098,0.4,0.71,2,20001,38.90990321,-77.02164964,1,1,1,1,0,0,0,1,0,1,1125,25,55,85,360,5,96,9,9,9,10,10,9,1.01,80
1519460,8008783,0.92,0.94,30,20001,38.90633377,-77.02626349,5,1,0,3,0,0,100,1,0,3,999,11,31,38,313,29,91,10,9,9,9,9,9,1.17,90
5173258,6059772,0.92,1,4,20001,38.90712189,-77.0190373,3,1,0,2,0,0,35,0,0,2,1125,13,40,70,345,32,84,9,8,8,8,9,9,4.34,110
3985441,20655478,0.88,1,1,20001,38.91206899,-77.02654477,3,1,2,3,0,0,40,1,20,3,1125,0,0,0,0,1,100,10,10,10,10,10,10,1,100
5089898,14039163,1,1,1,20009,38.90988182,-77.03371969,4,2,2,2,0,250,75,4,25,1,100,3,3,10,41,15,97,10,9,10,10,10,9,2.31,250
7150515,2755315,1,1,5,20032,38.84693412,-76.99929432,1,1,1,1,0,150,75,1,25,1,1125,30,60,90,364,0,0,0,0,0,0,0,0,0,55
7132107,2755315,1,1,5,20032,38.84724289,-76.99915559,3,1,1,2,0,150,75,1,15,1,1125,27,57,87,362,5,84,10,8,10,9,6,8,2.73,55
813573,4275311,0,0,1,20032,38.82805248,-77.01045127,2,1,1,1,360,200,0,1,0,2,4,30,60,90,365,0,0,0,0,0,0,0,0,0,400
8473096,2755315,1,1,5,20032,38.84824335,-76.99924952,1,1,1,1,0,0,25,1,0,1,1125,25,55,85,360,0,0,0,0,0,0,0,0,0,35
2117627,1299708,0,0,1,20032,38.82722274,-77.00919578,4,2,2,2,0,200,30,1,0,2,8,0,0,0,0,5,96,10,9,10,10,8,10,0.75,160
7254795,37984671,1,1,2,20032,38.82871929,-77.00783414,4,2.5,2,2,0,300,60,1,10,2,1125,11,41,71,346,1,100,10,10,10,10,6,10,0.45,130
8567059,12745759,1,1,1,20032,38.82636204,-76.99786671,1,1,1,1,0,0,0,1,0,1,1125,20,43,54,194,0,0,0,0,0,0,0,0,0,50
5912004,30275290,0.5,0,1,20032,38.83454145,-77.00560653,2,1,1,1,0,0,0,1,0,1,1125,30,60,90,365,0,0,0,0,0,0,0,0,0,150
2940776,10855700,0.8,0.67,1,20032,38.84306384,-76.99158707,2,1.5,1,1,0,0,0,1,0,1,1125,0,0,0,267,9,84,8,8,8,9,8,9,0.53,40
8519673,2755315,1,1,5,20032,38.8468335,-76.99945653,2,1,1,1,0,0,0,1,0,1,1125,26,56,86,354,0,0,0,0,0,0,0,0,0,45
8552222,37984671,1,1,2,20032,38.82775661,-77.0083268,2,2.5,1,1,0,300,25,1,10,2,1125,10,40,70,345,0,0,0,0,0,0,0,0,0,55
4694155,24266762,0,0,1,20032,38.82506052,-76.9987406,2,1,1,1,0,0,0,1,0,1,1125,30,60,90,365,1,100,10,10,10,10,10,10,0.11,200
4286181,3517743,1,0.88,2,20020,38.85081344,-76.98011142,2,1,1,1,0,0,0,1,15,1,1125,3,3,21,296,4,100,10,10,10,10,10,10,0.71,65
2523708,7042945,1,1,4,20032,38.84081712,-76.97797504,4,1.5,1,1,0,95,15,1,8,1,31,26,56,86,361,18,98,10,10,10,10,9,10,0.99,94
861775,3517743,1,0.88,2,20020,38.84872746,-76.97871483,1,1,1,1,0,0,0,1,15,1,1125,1,31,61,336,2,90,8,9,9,10,8,10,0.31,65
2517969,7042945,1,1,4,20032,38.8421504,-76.97633323,5,1.5,1,1,0,95,15,1,8,1,90,1,31,61,336,115,94,10,10,10,10,9,9,6.1,64
7368860,35672131,1,1,1,20020,38.84981227,-76.98289296,2,1,1,1,0,0,0,1,25,1,1125,19,48,78,353,18,98,10,10,10,10,9,10,9.31,59
403647,1967019,0,0,1,20020,38.84921846,-76.97884192,1,0,1,0,0,0,0,1,0,1,1125,30,60,90,365,0,0,0,0,0,0,0,0,0,125
1875603,7042945,1,1,4,20032,38.8422292,-76.97641703,3,1.5,1,1,0,95,15,1,8,1,90,1,31,61,336,33,96,10,10,10,10,9,10,1.48,74
6133697,31818247,1,1,2,20020,38.85328293,-76.96826673,3,1,1,1,0,0,10,2,0,1,1125,22,48,78,353,8,98,10,10,10,10,9,10,2.7,69
8523150,2755315,1,1,5,20020,38.8576089,-76.97440904,1,1,1,1,0,0,35,1,0,1,1125,21,51,81,356,1,100,10,10,10,10,10,10,1,49
8172001,43128240,0,0,1,20020,38.85908304,-76.9694999,2,1,1,1,0,100,0,2,0,1,365,30,59,89,364,0,0,0,0,0,0,0,0,0,60
7582828,31818247,1,1,2,20020,38.85137656,-76.97083697,2,1,1,1,0,0,10,1,0,1,1125,13,43,73,348,19,98,9,10,10,10,9,10,9.5,69
5375538,27799880,1,1,1,20003,38.87721086,-77.00368744,4,1,1,2,0,0,65,2,10,2,1125,10,35,65,324,3,100,10,10,10,10,10,10,1.73,157
6564932,33811658,1,0.94,1,20003,38.87995989,-77.00649063,3,1,1,1,0,0,40,3,45,1,1125,5,18,37,301,9,100,10,10,10,10,10,10,2.25,128
3504621,112193,1,1,1,20003,38.8770983,-77.00458358,2,1,1,1,0,150,95,1,0,6,1125,6,30,45,138,6,97,10,9,10,10,9,10,0.44,135
2237591,487346,0.8,0.8,1,20003,38.87961619,-77.00434209,2,1,1,1,0,0,0,1,0,2,1125,0,22,52,327,6,97,10,9,10,10,10,10,0.36,90
4468217,23182731,0.5,0.8,1,20003,38.87834062,-77.00073849,2,1,1,1,0,100,49,2,0,5,31,5,30,60,335,6,88,10,9,9,10,10,10,0.61,102
8089814,42721155,1,1,1,20003,38.87837493,-77.00800168,3,1,1,1,0,100,50,1,0,1,19,17,17,17,22,0,0,0,0,0,0,0,0,0,99
5759630,26806034,0,0,1,20003,38.87653674,-77.00623635,2,1,1,1,0,0,0,1,0,1,1125,0,0,0,167,1,100,10,10,10,10,10,10,0.19,195
321642,1632216,1,1,1,20003,38.88032417,-77.0019617,4,1,1,2,0,200,50,1,0,1,1125,12,42,72,347,59,92,9,9,10,10,10,9,1.44,160
7219322,33664909,1,0.89,2,20003,38.88008663,-77.00731287,2,1,1,1,0,0,100,1,45,1,1125,16,16,16,287,1,80,10,10,10,10,10,8,0.48,95
7973221,42060546,0.33,1,1,20003,38.87861844,-77.00598247,2,1,1,1,0,0,0,1,0,1,1125,2,11,19,294,0,0,0,0,0,0,0,0,0,120
8191407,1730491,1,0.63,2,20003,38.87584046,-76.99908601,6,2,2,3,0,0,59,6,75,2,180,0,30,60,150,0,0,0,0,0,0,0,0,0,249
7860122,41426628,1,1,1,20003,38.88045027,-77.00651487,2,1,1,1,0,200,35,1,0,3,1125,1,1,1,25,1,100,8,10,10,10,8,10,1,88
7973954,42082413,1,1,1,20003,38.87869082,-77.00537827,2,1,1,1,0,95,10,1,0,1,1125,0,0,0,0,2,100,10,10,10,10,10,10,2,90
8503615,44777359,0.9,1,1,20003,38.87744971,-77.00571269,2,1,0,1,0,0,0,1,0,1,1125,7,23,50,325,0,0,0,0,0,0,0,0,0,150
8606829,31824228,0.9,0.93,3,20003,38.87491191,-77.00884499,2,1,1,1,0,0,0,1,0,1,1125,1,30,30,30,0,0,0,0,0,0,0,0,0,125
374043,473055,0.9,0.93,1,20003,38.87923329,-76.99764143,2,1,1,1,0,0,20,1,15,3,14,9,39,69,344,145,95,9,9,10,10,10,9,3.46,85
4251323,6277558,0,0,1,20003,38.88045961,-77.0080082,3,1,1,2,0,0,0,1,0,1,1125,5,35,65,340,0,0,0,0,0,0,0,0,0,400
4430318,173592,1,1,1,20003,38.87407493,-77.0023063,2,1,1,1,0,0,0,1,0,2,1125,29,59,89,364,8,94,9,9,9,10,9,8,0.74,120
