id,host_id,host_response_rate,host_acceptance_rate,host_listings_count,zipcode,latitude,longitude,accommodates,bathrooms,bedrooms,beds,square_feet,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,price
501809,481929,0.9,1,5,20001,38.91255078,-77.0199902,2,1,1,1,0,250,50,1,20,4,1125,1,24,54,329,4,95,10,9,10,10,9,8,0.15,98
5930230,14094901,0,0,1,20005,38.90882543,-77.03301314,2,1,1,1,0,0,0,1,0,6,22,0,0,0,153,1,100,8,10,8,10,10,8,0.22,112
1120704,6059772,0.92,1,4,20001,38.90784173,-77.01788085,3,1,1,1,0,0,35,1,0,2,1125,4,19,40,315,114,86,9,9,9,9,9,9,3.94,110
7068640,15830506,0.92,0.91,26,20001,38.90758168,-77.02382343,4,1,1,3,0,100,100,4,25,1,1125,10,32,59,334,6,83,9,9,9,9,10,9,2.07,140
7581347,27790987,0.84,0.76,1,20001,38.90572356,-77.02011186,1,1,1,1,0,0,0,1,0,5,1125,23,53,83,358,4,85,9,7,10,9,9,9,2,70
3898306,17633,0.99,0.96,32,20001,38.90567989,-77.02335337,5,1,1,4,0,200,85,4,10,3,365,19,36,66,341,16,94,9,10,9,10,10,9,1.35,229
5364935,22721139,1,0.83,2,20001,38.91342407,-77.01903135,4,2.5,2,2,0,0,30,2,10,1,1125,8,38,68,343,14,85,9,7,9,9,9,9,2.06,162
5028605,7567682,0.6,1,1,20001,38.91050141,-77.02319915,2,1,0,1,0,100,50,0,0,2,9,0,0,26,26,5,100,8,10,10,10,10,10,0.93,102
6018637,27998750,1,1,2,20001,38.91069522,-77.01868043,2,1.5,1,1,0,0,0,1,10,2,1125,9,36,65,65,40,91,10,8,10,10,9,9,7.23,73
5878667,28909363,1,1,1,20001,38.90991487,-77.02090512,4,1,1,2,0,250,0,1,0,2,1125,7,19,31,238,15,97,10,9,9,10,10,9,2.83,190
407014,29711,1,1,2,20001,38.91099565,-77.02074372,6,1,1,3,1100,0,40,3,15,2,1125,13,37,67,331,215,93,9,9,10,10,9,9,5.33,149
4783987,11069555,0.62,0.71,2,20001,38.91293794,-77.0190236,2,1.5,1,1,0,0,35,1,0,2,1125,29,59,89,364,1,100,10,10,10,10,10,10,0.27,80
4567582,23676757,1,1,2,20001,38.91017232,-77.02030911,2,1.5,1,1,0,0,25,1,10,2,1125,7,32,62,152,6,100,10,10,10,10,10,10,1.04,99
4392242,19588566,1,1,1,20005,38.90975787,-77.02950704,2,1,0,1,0,0,30,2,25,1,31,3,15,43,274,89,99,10,10,10,10,10,10,8.09,120
883253,15768,1,1,1,20005,38.90893076,-77.02614475,5,1,1,2,0,0,70,1,0,3,14,0,0,0,49,18,95,9,9,10,10,10,9,0.98,150
8048581,40703062,1,0.93,6,20009,38.91245821,-77.03262459,14,3,5,7,0,500,150,10,50,1,1125,17,41,71,346,0,0,0,0,0,0,0,0,0,599
7783012,16851908,0.8,1,1,20001,38.90828502,-77.02696882,1,1,0,1,0,0,0,1,0,14,1125,0,0,0,28,1,0,0,0,0,0,0,0,0.79,62
6576257,34396087,0,0,2,20009,38.91119795,-77.0340636,2,1,1,1,0,0,0,1,0,1,1125,0,0,0,242,1,60,4,2,10,8,10,4,0.25,50
4356890,11069555,0.62,0.71,2,20001,38.91256913,-77.01854983,5,1.5,2,2,0,0,35,5,30,1,14,28,58,88,363,16,93,10,9,10,10,10,9,1.75,240
3629759,18291281,1,1,1,20001,38.90570167,-77.0179716,2,1,1,1,0,100,50,1,0,5,1125,22,52,82,357,6,95,10,10,10,10,10,9,0.42,139
4023806,3915820,0.5,1,1,20001,38.90695055,-77.01840618,2,1,0,1,0,0,0,1,0,1,1125,30,60,90,365,0,0,0,0,0,0,0,0,0,150
6084012,28960504,0,0,1,20005,38.90633546,-77.03332537,5,1,2,2,0,0,75,1,0,4,15,0,5,19,20,2,100,10,10,10,10,10,10,0.62,250
7635699,33361927,0.96,1,1,20001,38.91091311,-77.02555247,1,1,1,1,0,0,7,1,0,1,1125,5,30,30,30,16,96,10,10,10,9,10,10,10.43,68
630973,25188,0.58,0.51,480,20005,38.90711118,-77.03120968,4,2,2,2,0,0,0,1,0,4,365,19,49,79,354,3,90,9,9,8,9,9,9,0.1,299
7644512,40046641,0.91,0.69,8,20005,38.9096175,-77.03439394,13,3,6,8,0,0,185,13,19,1,1125,15,42,72,340,1,0,0,0,0,0,0,0,1,720
902573,481929,0.9,1,5,20001,38.91066219,-77.02191455,2,1,1,1,0,250,50,1,20,1,1125,1,31,61,336,10,96,9,9,9,9,9,9,0.35,200
6677954,7838132,1,0.27,1,20001,38.91173236,-77.01925382,2,1,1,1,0,0,10,1,35,1,1125,2,3,3,97,1,100,10,10,10,10,10,10,0.29,71
741202,2261483,1,1,1,20009,38.91354821,-77.03198082,2,1,1,1,0,300,0,1,20,1,4,10,10,33,33,149,98,10,10,10,10,10,10,4.15,125
4105803,18830369,1,1,1,20001,38.90880928,-77.02697074,6,1,2,2,0,0,93,1,0,1,1125,4,16,39,304,54,85,9,8,10,10,9,9,4.25,145
8154040,14143382,1,0.81,2,20005,38.90804833,-77.03377151,2,1,0,0,0,100,7,1,0,1,2,16,16,16,21,1,100,8,4,10,10,10,10,1,130
4089434,8160186,0.98,0.52,49,20005,38.90835617,-77.02814591,3,1,1,2,0,0,0,2,25,2,14,29,59,89,364,1,100,10,10,10,10,8,10,0.08,185
6391400,15830506,0.92,0.91,26,20001,38.90616013,-77.02354671,7,1,2,6,0,100,130,7,25,1,1125,8,25,52,324,11,93,10,10,10,9,9,9,4.34,225
6400081,25803943,0,0,1,20009,38.91354339,-77.02871304,4,2,2,2,0,300,100,1,0,1,1125,0,0,0,111,1,60,10,6,8,8,10,6,0.23,130
7637134,40046641,0.91,0.69,8,20001,38.90800326,-77.02517125,6,1.5,2,2,0,0,75,6,19,1,1125,15,42,72,347,4,80,8,10,6,6,10,8,4,178
264326,1386702,1,0.94,12,20001,38.90613171,-77.02479089,1,1,1,1,0,0,0,1,0,3,32,30,60,90,180,98,97,10,10,10,10,10,10,2.08,80
1416138,7630547,1,0.88,1,20001,38.91361895,-77.02271555,1,1,1,1,0,0,35,1,0,3,1125,14,44,74,349,20,97,10,9,10,10,10,9,0.81,90
2467457,1000206,1,1,1,20009,38.91173402,-77.03376569,2,1,2,1,0,0,0,1,0,1,3,2,2,2,276,7,97,9,10,10,10,10,9,0.39,125
1263456,6059772,0.92,1,4,20001,38.91304133,-77.01949157,4,1,1,2,0,0,40,1,0,2,1125,10,34,62,337,85,83,9,8,9,9,9,9,3.05,120
7996960,17343981,1,0,1,20005,38.90605989,-77.02936088,1,1,0,1,0,500,0,1,0,3,9,0,0,0,15,0,0,0,0,0,0,0,0,0,80
6676975,34659809,1,1,1,20001,38.90922949,-77.01974036,2,1,1,1,0,0,40,1,15,2,1125,9,37,67,342,0,0,0,0,0,0,0,0,0,100
1440897,2950437,1,0.77,2,20005,38.90872887,-77.02939579,2,1,1,1,0,100,20,1,20,2,7,0,0,24,24,18,99,10,10,10,10,10,10,0.79,105
7614937,39930655,1,0.91,3,20005,38.9072494,-77.03381189,2,1,0,1,0,0,55,1,0,1,1125,13,41,68,343,7,94,9,10,10,9,10,9,4.04,128
7638278,40046641,0.91,0.69,8,20005,38.90978675,-77.03317953,6,1,2,4,0,0,0,1,0,1,1125,20,50,80,355,5,80,8,8,8,9,10,8,3.06,300
5286718,22173125,0.9,1,1,20009,38.9139031,-77.03366367,4,1.5,2,2,0,0,125,1,0,4,1125,14,35,65,65,19,99,10,10,10,10,10,10,2.73,275
1545409,46499,1,1,2,20009,38.91233913,-77.02929863,3,1,1,1,0,0,50,1,0,2,1125,0,0,0,237,2,90,9,9,10,10,10,9,0.36,200
6346461,1642856,1,0.63,2,20005,38.90649733,-77.03349444,5,1,2,3,0,0,69,4,0,2,40,0,29,59,334,11,95,10,9,10,10,10,9,2.32,280
5105996,23676757,1,1,2,20001,38.90966412,-77.0209262,2,1.5,1,1,0,0,25,1,10,2,1125,7,23,53,143,20,97,10,10,10,10,9,9,2.8,99
4540800,23546727,0,1,1,20005,38.90731347,-77.03133492,5,2,2,2,0,0,0,1,0,1,1125,0,0,25,300,1,100,10,10,10,10,10,10,0.1,175
7496108,38508932,1,0.9,1,20005,38.90674896,-77.02892874,1,1,1,1,0,100,11,1,0,1,1125,7,27,57,57,15,97,10,10,10,10,10,10,6.62,97
5592949,21506582,1,0.95,5,20001,38.91109111,-77.02115831,3,1,1,2,0,0,30,2,40,3,1125,15,41,66,341,23,96,10,10,10,10,9,10,3.43,130
6016203,8160186,0.98,0.52,49,20005,38.90879213,-77.02942369,2,1,1,1,0,0,0,1,0,2,14,29,59,89,364,0,0,0,0,0,0,0,0,0,215
1952972,10096832,0.9,0.5,1,20001,38.90610794,-77.02674843,2,1,1,1,0,500,0,2,20,14,30,0,22,45,281,4,90,9,9,9,10,9,10,0.19,75
2752580,8160186,0.98,0.52,49,20005,38.9095871,-77.02756523,4,1,1,2,0,0,0,2,25,2,14,29,59,89,364,1,100,10,10,10,10,10,10,0.28,185
6425823,14143382,1,0.81,2,20005,38.90791403,-77.03447902,1,1,1,1,0,0,7,1,0,1,1125,21,51,81,356,19,99,10,10,10,10,10,10,4.16,70
8486100,44692805,0.67,1,1,20005,38.9070151,-77.0335237,2,1,0,1,0,0,0,1,0,1,1125,0,6,17,292,0,0,0,0,0,0,0,0,0,97
8285432,24488151,0.75,1,1,20001,38.9105533,-77.02329955,3,1,1,1,0,150,0,1,0,2,1125,2,10,35,310,2,100,10,9,10,10,10,10,2,130
1493666,7983502,1,1,1,20005,38.90733919,-77.03325183,2,1,1,1,0,0,0,1,50,1,1125,0,0,13,288,3,100,9,10,10,10,10,10,0.2,120
879279,4649019,0,0,1,20001,38.9062568,-77.02662399,4,1,1,1,0,110,60,2,30,2,2,0,0,0,272,1,97,10,10,10,10,10,8,0.06,110
7677038,40313075,1,1,1,20009,38.91394312,-77.02719363,2,1.5,1,1,0,0,0,1,0,2,1125,7,29,59,334,2,100,10,10,10,10,10,10,1.05,225
7125985,15830506,0.92,0.91,26,20001,38.90790896,-77.02564752,4,1,1,3,0,100,100,4,25,1,1125,11,35,65,340,6,100,10,10,10,10,9,10,2.28,140
1135268,334857,1,0.29,2,20001,38.91118191,-77.02281954,2,2,1,1,0,100,0,1,0,1,1125,2,6,17,208,8,97,10,9,10,10,10,10,0.3,160
3987789,1158402,1,0.97,3,20005,38.908334,-77.03318199,2,1,1,1,0,0,0,1,0,1,110,5,18,42,311,116,94,10,9,10,10,10,9,8.95,125
1775880,8701008,1,0,1,20005,38.90987976,-77.02956583,2,1.5,1,1,0,0,0,1,20,3,1125,30,60,90,365,4,100,10,10,10,10,10,10,0.31,150
7435945,22954031,1,0.86,1,20009,38.91170685,-77.03245592,1,1,1,1,0,150,25,1,0,2,1125,0,0,5,5,4,100,10,10,10,10,10,10,1.88,90
8587373,5778691,0.98,0.79,6,20005,38.90780028,-77.03452886,16,8,8,16,0,0,0,1,0,1,1125,30,60,90,365,0,0,0,0,0,0,0,0,0,1250
5838728,30313055,1,0.94,2,20001,38.90592892,-77.01831691,8,2.5,4,4,0,150,100,8,20,2,1125,1,1,1,161,1,100,10,10,10,10,10,10,0.16,390
3782497,19407953,1,1,1,20005,38.91370968,-77.03214536,2,1,1,1,0,100,50,1,25,1,60,11,41,71,346,16,100,10,10,10,10,10,10,1.29,100
4813661,24637539,0.9,1,1,20001,38.90995426,-77.02472153,2,1,1,1,0,0,0,1,0,2,6,22,52,82,357,7,80,9,9,8,9,9,8,1.06,150
5127820,25996312,0.8,1,1,20005,38.90584292,-77.03123953,4,1,1,1,0,400,75,1,0,3,365,15,45,75,78,13,92,10,9,9,10,10,9,1.7,95
7637373,40046641,0.91,0.69,8,20001,38.90760149,-77.02421763,7,1.5,3,4,0,0,0,1,0,1,1125,24,43,73,347,6,90,9,9,10,10,10,10,4,250
3927571,19673804,1,1,1,20001,38.90938728,-77.01830341,2,1,1,1,0,0,5,1,20,1,29,19,45,75,350,26,78,9,8,9,9,9,8,2.13,65
4247056,22039439,0.6,1,1,20005,38.91058602,-77.02855007,1,1,1,1,0,0,0,1,0,4,1125,3,24,49,324,1,80,10,6,10,10,8,8,1,70
3577,4528,0.83,1,1,20001,38.91135371,-77.0175449,7,1.5,3,4,0,0,100,5,50,2,90,2,7,7,282,36,94,10,10,10,10,9,9,1.18,290
1486761,2334362,1,0.99,4,20005,38.91084691,-77.03031295,2,1,1,1,0,0,15,1,0,1,1125,7,26,56,331,133,91,9,9,10,10,9,9,5.26,120
6544617,3968767,1,0.8,1,20005,38.90677846,-77.03370672,6,1,1,3,0,0,30,3,10,2,1125,0,10,18,124,4,100,10,10,10,10,10,10,1.2,130
4885834,1728040,1,1,2,20001,38.90780579,-77.01645952,2,1,1,1,0,0,25,1,5,3,21,10,32,62,152,22,95,9,9,10,10,10,10,3.63,84
7030990,36860132,1,0.11,1,20001,38.90922464,-77.02124861,2,1,1,1,0,0,25,1,0,1,1125,0,0,0,71,1,100,10,10,10,10,8,10,0.39,129
6543007,1283891,1,1,1,20005,38.90740591,-77.03448303,3,1,0,1,0,0,30,1,0,1,1125,0,0,0,104,2,100,10,10,10,10,10,10,0.56,125
3746270,19162555,1,0,1,20005,38.90703054,-77.02950952,3,1,1,1,0,0,0,0,0,1,1125,0,0,0,273,5,100,10,10,10,10,10,10,0.38,150
6056411,28169869,1,0.5,1,20001,38.90926522,-77.02243182,3,1,1,1,0,0,50,1,0,2,1125,0,3,10,107,5,100,10,10,10,10,10,10,1.02,130
4430806,12583058,1,0.25,1,20005,38.91052743,-77.03188264,2,1,1,1,0,150,45,1,0,3,20,26,56,86,361,11,98,10,10,10,10,10,10,1,210
2516656,9746136,1,1,1,20009,38.91269045,-77.03044625,6,2.5,3,3,0,750,140,4,50,1,1125,12,32,57,332,51,99,10,10,10,10,10,10,2.77,497
6119696,12243051,0.99,0.98,222,20005,38.90681117,-77.03421638,2,1,0,1,0,300,95,1,0,3,1125,0,0,0,0,1,100,10,10,10,10,10,10,0.47,100
7562725,14057394,0.86,1,1,20001,38.91161014,-77.02156594,6,3,2,2,0,0,75,1,0,1,1125,2,2,2,276,1,100,10,10,10,10,10,10,1,300
7206477,37735296,1,0.57,1,20009,38.91272549,-77.03376642,3,1,0,2,0,200,65,2,10,1,1125,19,49,79,354,1,60,10,10,10,10,10,8,0.38,108
6956831,7363759,0,0,1,20001,38.90617193,-77.01557918,6,2.5,2,2,0,0,0,1,0,4,1125,0,0,0,76,0,0,0,0,0,0,0,0,0,300
5825904,6094598,0.92,0.95,1,20005,38.90955503,-77.03106763,4,1,1,2,0,0,0,1,0,1,1125,4,19,38,38,4,100,10,10,10,10,10,10,4,75
5019362,5760181,1,1,1,20001,38.90808866,-77.02390737,2,1,1,1,0,100,40,2,50,1,14,0,0,0,8,15,99,10,10,10,10,10,9,2.09,120
17381,25188,0.58,0.51,480,20005,38.9078258,-77.03165388,2,1,1,1,750,0,0,1,0,4,730,30,60,90,365,0,0,0,0,0,0,0,0,0,249
8460036,10605298,1,1,1,20009,38.91234205,-77.03261877,2,1,1,1,0,0,0,0,0,1,1125,23,53,83,358,1,100,10,10,10,10,10,10,1,100
620849,617470,0.41,0.93,1,20005,38.90748903,-77.03288909,4,1,1,1,0,100,0,2,12,2,365,13,43,73,348,27,96,10,9,10,10,10,9,0.71,125
7559119,24713428,1,1,1,20001,38.90734959,-77.02401886,1,1,0,1,0,0,0,1,0,1,1125,17,43,73,348,2,100,10,9,10,10,10,10,0.91,145
1460558,2950437,1,0.77,2,20005,38.90925326,-77.03075934,4,2,2,2,0,500,60,4,0,2,1125,0,0,0,35,17,98,10,10,10,10,10,10,0.7,330
2176992,11103736,1,1,1,20001,38.91258071,-77.02005893,1,1,1,1,0,100,0,1,0,2,93,4,7,7,98,6,93,10,10,10,10,10,10,0.33,60
3250140,9852710,0.9,1,1,20001,38.91067688,-77.01777737,2,1.5,1,1,0,100,50,1,0,1,1125,21,51,64,232,77,88,9,8,9,9,9,9,5.07,69
5593096,21506582,1,0.95,5,20001,38.91179169,-77.02151875,4,1,1,2,0,0,30,2,40,3,1125,16,42,67,342,15,99,10,10,10,10,9,9,2.24,130
957734,5209263,1,1,1,20005,38.90878552,-77.03344998,2,1,1,1,0,250,0,1,0,3,90,5,9,13,143,71,99,10,10,10,10,10,10,2.34,129
916200,25188,0.58,0.51,480,20005,38.90890246,-77.03197399,2,1,1,1,0,0,0,1,0,4,730,30,60,90,365,0,0,0,0,0,0,0,0,0,249
1049354,5778691,0.98,0.79,6,20005,38.9074778,-77.03341904,6,1,1,3,0,0,40,1,0,1,29,7,31,61,61,2,100,9,10,10,10,9,10,2,79
3095566,5872012,0.94,0.94,2,20005,38.91227079,-77.02872202,4,1,1,2,0,400,60,2,10,2,365,0,0,21,261,23,94,9,9,10,10,10,9,1.47,164
8298054,5778691,0.98,0.79,6,20005,38.90739874,-77.03326544,6,2,2,3,0,0,40,1,0,1,27,15,41,71,71,0,0,0,0,0,0,0,0,0,164
6233678,7901638,0.9,0.6,1,20001,38.91163686,-77.02306776,4,2,2,2,0,0,50,1,0,1,1125,26,56,86,357,9,98,10,10,10,10,10,10,1.9,299
5774984,21384113,1,1,1,20005,38.90669062,-77.03341277,2,1,1,1,0,120,20,1,15,2,8,0,0,0,166,10,93,10,9,10,10,10,10,1.59,130
925327,4976910,0.63,0.75,1,20001,38.90774809,-77.02323209,2,1,1,1,0,0,0,1,0,2,4,0,0,0,275,8,98,10,9,10,10,10,9,0.26,125
8339096,7824679,0,0,1,20001,38.90900226,-77.02637332,2,1,1,1,0,0,0,1,0,2,6,15,15,15,15,0,0,0,0,0,0,0,0,0,190
8486555,44695636,0,0,1,20001,38.90925637,-77.02009675,2,1.5,1,1,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,125
5144192,183117,0.79,0.72,3,20001,38.90965484,-77.02475022,2,1,1,1,0,200,40,1,25,3,365,23,48,78,353,3,100,10,10,10,10,10,10,0.69,65
5761777,2898103,1,0.5,1,20005,38.90740577,-77.02685815,2,1.5,1,1,0,0,30,1,0,2,14,0,0,0,0,15,99,10,10,10,10,9,10,2.37,75
5671573,14471934,1,1,1,20009,38.91366328,-77.03148933,1,2,1,1,0,0,0,1,0,1,1125,0,0,0,174,1,100,10,10,10,10,10,10,0.33,85
7933168,9419684,0.92,0.76,206,20005,38.90637287,-77.02995567,5,2,2,3,0,0,100,1,0,3,1125,17,47,47,47,0,0,0,0,0,0,0,0,0,229
4867961,15830506,0.92,0.91,26,20001,38.90908821,-77.02315786,15,3,6,9,0,100,150,12,25,1,28,10,29,59,332,41,90,9,9,10,10,9,9,4.49,500
6937318,2479294,1,1,1,20005,38.90825011,-77.0339272,6,1,1,4,0,0,20,1,0,1,14,15,45,75,164,6,93,10,9,10,10,10,10,2.34,250
1883590,9802940,0,0,1,20001,38.90642773,-77.02500999,5,1,1,2,0,0,50,1,0,6,1125,0,0,0,0,6,96,10,9,10,10,10,10,0.28,117
25366,2798,1,1,3,20001,38.90688821,-77.02508377,11,2.5,3,3,0,0,150,4,24,2,60,8,29,59,149,69,92,9,9,10,10,9,9,1.12,298
7067692,15830506,0.92,0.91,26,20001,38.90641244,-77.0238832,6,1,2,4,0,100,130,7,25,1,1125,9,26,56,325,8,95,10,10,10,10,9,9,2.86,200
7996425,12514858,1,1,4,20005,38.90910736,-77.03007565,4,1,1,2,0,100,40,1,0,1,1125,5,23,50,63,0,0,0,0,0,0,0,0,0,110
6092885,2334362,1,0.99,4,20005,38.90827372,-77.03156698,2,1,0,1,0,0,15,1,0,1,1125,7,23,52,327,38,88,9,9,9,9,9,9,6.95,120
4323458,21506582,1,0.95,5,20001,38.9116393,-77.02218697,10,3,3,6,0,0,100,6,40,2,1125,12,38,63,338,6,100,10,10,10,10,10,10,0.65,450
1628328,8654665,1,1,1,20001,38.91167457,-77.01797135,4,1,1,2,0,500,70,1,15,2,365,2,8,31,302,54,99,10,10,10,10,9,10,4.74,99
194753,779972,0.75,0,1,20001,38.90756586,-77.01857718,8,0,2,4,1200,300,75,4,25,2,7,4,4,13,104,7,98,10,10,10,10,10,9,0.15,275
4089954,8160186,0.98,0.52,49,20005,38.90867392,-77.02894399,2,1,1,1,0,0,0,1,0,2,14,29,59,89,364,0,0,0,0,0,0,0,0,0,185
6273897,6373636,1,1,1,20001,38.91160124,-77.02265354,5,1,1,2,0,0,50,2,0,1,1125,0,6,16,17,2,80,8,8,8,9,9,8,0.67,120
5856183,4355379,1,0.67,1,20005,38.90822082,-77.03307545,2,1,0,1,0,0,0,1,0,1,1125,0,4,14,255,4,85,10,8,10,10,10,8,0.71,150
7453659,4884573,0.8,1,1,20001,38.90898653,-77.02200798,3,1,1,1,0,300,60,1,0,1,7,6,16,42,316,2,100,10,10,10,10,10,10,2,121
4817305,3676912,0,0,1,20005,38.90639013,-77.03019388,2,1,1,1,0,100,0,1,15,1,1125,0,0,0,267,0,0,0,0,0,0,0,0,0,75
2241400,774839,0.86,1,1,20001,38.91123737,-77.02883244,2,1,0,1,0,500,0,1,0,4,32,3,13,33,152,26,98,10,10,10,10,9,10,1.27,105
5888450,16838080,0.7,1,1,20005,38.91009109,-77.03309452,2,1,0,1,0,0,40,1,0,1,1125,3,18,48,48,4,100,10,10,10,10,10,10,0.73,150
6602486,13350905,1,0.67,1,20005,38.9078576,-77.031461,4,1,0,1,0,0,10,2,20,2,1125,0,4,13,288,4,100,10,10,10,10,10,10,1.04,100
2423371,25188,0.58,0.51,480,20229,38.90716633,-77.02323502,4,2,2,2,0,0,150,2,25,7,365,30,60,90,365,0,0,0,0,0,0,0,0,0,249
5145999,11272610,1,1,1,20001,38.90706106,-77.02587127,5,1,2,2,0,0,80,1,0,2,1125,9,19,43,308,15,99,10,10,10,10,9,10,2.01,275
4160153,1275777,1,0.95,3,20001,38.91112654,-77.02193025,4,2,2,2,0,250,25,1,50,2,1125,5,5,5,5,12,92,9,9,9,9,10,9,1.01,160
6333552,10295815,0.2,1,1,20009,38.9109845,-77.02986831,6,3.5,3,3,0,500,200,1,0,3,1125,25,47,77,352,1,0,0,0,0,0,0,0,0.29,475
5405966,25338537,1,1,1,20001,38.90972748,-77.02043989,2,1,0,1,0,0,50,2,20,3,365,9,36,63,338,41,97,10,10,10,10,9,10,5.69,115
7242379,37920286,1,0.97,3,20001,38.9105398,-77.02278347,6,2.5,1,16,0,0,0,1,45,1,1125,25,55,85,360,2,60,8,8,10,10,8,8,1.36,45
4112411,16551497,0.8,1,1,20001,38.90994089,-77.02001673,6,2.5,2,2,0,0,75,4,25,3,29,4,14,38,275,51,96,10,10,9,10,9,10,4.64,150
4559331,963583,0.76,0.5,1,20001,38.90581546,-77.02100049,2,1,1,1,0,0,0,1,50,3,1125,26,56,86,361,5,90,8,10,10,10,10,10,0.51,90
5018679,2726546,1,1,1,20009,38.9125166,-77.02909001,4,1,1,2,0,150,50,2,25,4,1125,10,36,66,341,5,96,10,10,10,10,10,9,0.74,217
7509040,39337759,0.8,1,1,20005,38.91108857,-77.02952076,2,2,1,1,0,0,25,1,20,2,14,4,25,44,317,5,92,9,10,10,10,10,9,5,97
8049963,40703062,1,0.93,6,20009,38.90787361,-77.02636702,14,3,5,7,0,500,150,10,50,1,1125,17,32,62,320,2,100,8,10,10,10,9,9,2,399
4256138,9132087,0.8,0.79,1,20005,38.90663451,-77.0323012,4,1,0,2,0,95,35,1,9,1,14,3,5,13,154,28,94,10,9,10,10,10,10,2.5,118
815855,50148,0.97,1,6,20001,38.90692167,-77.02423792,4,1,1,2,0,400,75,4,20,4,90,14,39,69,327,31,79,8,8,9,9,9,8,1.03,130
7514236,37920286,1,0.97,3,20001,38.91191827,-77.0219052,6,1,1,6,0,0,0,1,36,1,1125,18,47,77,352,11,82,8,9,9,8,10,9,5.69,36
4862698,4584149,1,0,1,20005,38.90866474,-77.02947268,4,1,1,1,0,0,0,1,0,1,1125,0,0,0,273,0,0,0,0,0,0,0,0,0,100
7761251,11852393,1,1,1,20005,38.90819766,-77.03113427,3,1,1,1,0,0,50,1,0,2,1125,1,1,1,32,1,100,10,10,10,10,10,10,0.67,125
4258818,21506582,1,0.95,5,20001,38.91080779,-77.02158954,7,2,1,4,0,0,60,4,40,3,1125,16,42,67,342,8,95,10,10,10,10,9,9,0.68,300
8464830,15004908,0,0,1,20001,38.90675075,-77.01692981,4,2,2,2,0,0,0,1,0,2,366,24,54,84,359,0,0,0,0,0,0,0,0,0,199
7195951,11355545,1,0.83,1,20005,38.9081169,-77.02831976,4,1.5,2,2,0,0,30,1,0,1,1125,0,0,0,63,2,80,8,6,8,10,8,8,0.72,150
5318614,27475009,1,1,1,20005,38.90675753,-77.0337719,2,1,0,1,0,0,35,1,0,2,10,0,12,42,73,23,97,10,9,10,10,10,9,3,125
1855756,6429318,1,0.86,1,20005,38.90668572,-77.03305248,2,1,1,1,0,0,0,1,15,1,30,11,36,36,36,157,96,10,10,10,10,10,9,6.79,110
8065288,42599593,1,0.5,1,20005,38.90912047,-77.03299149,4,2,2,2,0,500,120,1,0,3,1125,7,37,67,342,0,0,0,0,0,0,0,0,0,320
6234417,18048636,0.8,0.69,2,20001,38.90710141,-77.02439194,2,1,1,1,0,0,65,1,20,1,1125,0,0,20,295,1,100,10,10,10,10,10,10,0.63,88
3368085,16993227,1,0.67,1,20001,38.90658075,-77.01686433,5,3,3,2,0,300,50,1,0,1,1125,2,3,3,212,4,90,10,10,10,10,9,10,0.31,329
3368308,16993893,0.83,0.33,1,20009,38.91300639,-77.02938474,2,1,1,1,0,0,0,1,0,1,1125,0,0,0,0,3,100,10,10,10,10,10,10,0.53,99
7259793,37194861,1,0.89,2,20019,38.88868009,-76.92996784,1,1,1,1,0,100,10,1,25,2,1125,10,23,50,325,8,98,10,10,10,10,9,10,3.16,59
339208,1722407,1,1,1,20019,38.88910905,-76.93597782,6,1,2,2,0,100,25,1,15,3,365,15,45,66,339,80,93,9,9,10,10,8,9,1.84,70
8506113,44790446,0.75,0,1,20019,38.88806449,-76.92573115,2,1,1,1,0,0,0,1,0,1,1125,1,27,57,332,0,0,0,0,0,0,0,0,0,75
5140121,22456488,1,0.94,2,20019,38.88957383,-76.91835422,3,1,1,3,0,200,0,1,30,1,14,23,53,83,358,9,100,10,10,10,10,9,10,1.62,70
3674676,18657916,0,0,1,20019,38.88624051,-76.93040392,1,1,1,1,0,0,0,1,0,1,1125,30,60,90,365,0,0,0,0,0,0,0,0,0,1300
3693762,7682712,1,1,1,20019,38.8862843,-76.92942258,1,1,1,1,0,0,10,1,5,2,20,30,60,90,365,6,87,9,10,9,9,8,9,0.42,58
7109996,37194861,1,0.89,2,20019,38.88866728,-76.92912919,2,1,1,1,0,0,10,1,25,1,1125,1,1,14,289,1,100,10,10,10,10,8,10,1,55
5785467,22456488,1,0.94,2,20019,38.88879959,-76.91753601,2,1,1,1,0,200,0,1,25,1,1125,0,1,1,164,50,99,10,10,10,10,9,10,8.77,47
3095593,15743579,1,0.7,1,20007,38.91377004,-77.08336527,2,1,1,1,0,100,20,1,10,1,31,0,18,18,111,36,98,10,10,10,10,10,10,2.18,60
694383,1730861,0.5,0,1,20016,38.92890364,-77.0841544,4,1,1,2,0,175,70,2,35,2,7,0,0,0,271,4,95,10,9,10,10,9,10,0.13,135
7103,17633,0.99,0.96,32,20007,38.91988025,-77.09795841,3,1,1,2,0,100,45,2,10,4,120,3,20,50,325,75,96,9,10,10,10,10,10,1.11,89
